AA,title,actor,type,role
RAl73,Nashville,Geraldine Chaplin,Und,R:BBC reporter
RAl73,Nashville,Julie Christie,Cam,"RN:""Julie Christie"""
RAl73,Nashville,Robert Doqui,Und,R:black gospel singer
RAl73,Nashville,Shelley Duvall,Und,RU:
RAl73,Nashville,Henry Gibson,Und,R:grand old singer
RAl73,Nashville,Scott Glenn,Und,RU:
RAl73,Nashville,Jeff Goldblum,Und,RU:
RAl73,Nashville,Elliott Gould,Cam,"RN:""Elliott Gould"""
RAl73,Nashville,Barbara Harris,Und,R:aspiring singer
RAl73,Nashville,Michael Murphy,Und,RU:
RAl73,TZ:Nashville,Shirley Jones,Und,RU:
RAl73,Nashville,Allan Nicholls,Und,"R:trio member ""Bill"""
RAl73,TZ:Nashville,Rod Steiger,Und,RU:
RAl73,Nashville,Lily Tomlin,Und,R:gospel singer
RAl73,Nashville,Christina Raines,Und,R:friend of rock star
RAl73,Nashville,Gwen Welles,Und,"R:waitress, singer, to strip"
RAl73,Nashville,Keenan Wynn,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Paul Newman,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Joel Grey,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Kevin McCarthy,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Bert Remsen,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Burt Lancaster,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Geraldine Chapman,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Harvey Keitel,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Frank Kaquitts,Und,RU:
RAl74,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",Will Sampson,Und,RU:
RAl75,3 Women,Shelley Duvall,Und,R:know-it-all attendant
RAl75,3 Women,Sissy Spacek,Und,R:novice
RAl75,3 Women,Janice Rule,Und,R:painter
RAl76,A Wedding,Carol Burnett,Und,RU:
RAl76,A Wedding,Pat McCormick,Und,RU:
RAl76,A Wedding,Amy Stryker,Und,RU:
RAl80,Popeye,Robin Williams,Und,RU:
RAl80,TZ:Popeye,Shelley Duvall,Und,RU:
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Sandy Dennis,Und,R:incoherent fan
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Karen Black,Und,R:cynical fan
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Cher,Und,RU:
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Sudie Bond,Und,RU:
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Kathy Bates,Und,RU:
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Marta Heflin,Und,RU:
RAl85,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Mark Patton,Und,R:only male
RAl87,TZ:Streamers,Matthew Modine,Und,R:army misfit
RAl87,TZ:Streamers,Michael Wright,Und,RU:
RAl87,TZ:Streamers,Mitchell Lichtenstein,Und,RU:
RAl87,TZ:Streamers,David Alan Grier,Und,RU:
RAl87,TZ:Streamers,Guy Boyd,Und,RU:
RAl87,TZ:Streamers,George Dzunda,Und,RU:
RAl88,Secret Honor,Philip Baker Hall,Und,"R:president ""Nixon"""
RAl90,Vincent and Theo,Tim Roth,Und,"R:painter ""Vincent vanGogh"""
RAl90,Vincent and Theo,Paul Rhys,Und,"R:supportive brother, art dealer"
RAl90,Vincent and Theo,JeanPierre Cassel,Und,"R:exploitative physician ""Paul Gachet"""
RAl90,Vincent and Theo,Wladimir Yourdanoff,Und,"R:painter ""Paul Gauguin"""
RAl90,Vincent and Theo,Johanne terSteege,Und,R:sister-in-law
RAl90,Vincent and Theo,Hans Kesting,Und,R:brother-in-law
RAl90,Vincent and Theo,Jip Wijngaarden,Und,"R:prostitute model, pregnant"
RAl30,Vincent and Theo,Bernadette Giraurd,Und,"R:physician's daughter, fond of Vincent"
RAl72,California Split,Elliott Gould,Und,R:free living
RAl72,California Split,George Segal,Und,R:free living
RAl72,California Split,Gwen Welles,Und,RU:
RAl72,California Split,Ann Prentiss,Und,RU:
RAl72,California Split,Joseph Walsh,Und,RU:
RAl72,California Split,Barbara Ruick,Und,R:barmaid
RAl93,The Player,Tim Robbins,Und,"R:unscrupulous studio executive, threatened, kills writer ""Griffin Mill"""
RAl93,The Player,Vincent dOnofrio,SusVic,"R:abrasive writer, suspect, killed"
RAl93,The Player,Peter Gallagher,Cam,R:competing producer
RAl93,The Player,Greta Scacchi,Cam,R:killed writer's girlfriend
RAl93,The Player,Dean Stockwell,Sdk,R:writer
RAl93,The Player,Richard E. Grant,Sdk,R:writer
RAl93,The Player,Fred Ward,Agt,R:security chief
RAl93,The Player,Whoopie Goldberg,Agt,R:cop
RAl93,The Player,Lyle Lovett,Agt,R:cop
RAl93,The Player,Randall Batinkoff,Und,R:vapid banker's son
RAl93,The Player,Cher,Cam,R:star
RAl93,The Player,Jack Lemmon,Cam,R:star
RAl93,The Player,Nick Nolte,Cam,R:star
RAl93,The Player,Anjelica Huston,Cam,R:star
RAl93,The Player,Burt Reynolds,Cam,R:star
RAl93,The Player,Bruce Willis,Cam,R:star
RAl93,The Player,Lilie Tomlin,Cam,R:star
RAl93,The Player,Susan Sarandon,Cam,"R:star ""Susan Sarandon"""
RAl93,The Player,Julia Roberts,Cam,"R:star ""Julia Roberts"""
RAl93,The Player,Andie McDowell,Cam,R:star
RAl93,The Player,s a,Cam,"R:witness to execution ""Columbo"""
RAl93,The Player,Dina Merrill,Cam,RU:
RAl93,The Player,Dustin Hoffman,Cam,RU:
RAl93,The Player,Brion James,Cam,RU:
RAl93,The Player,Cynthia Stevenson,Cam,RU:
RAl93,The Player,Dean Stockell,Cam,RU:
RAl93,The Player,Angela Hall,Cam,RU:
RAl93,The Player,Richard E. Grant,Cam,RU:
RAl93,The Player,Tim Robbins,Und,RU:
RAl93,The Player,Peter Gallagher,Und,RU:
RAl93,The Player,Buck Henry,Cam,"R:writer ""Buck Henry"""
RAl95,Short Cuts,Bruce Davison,Und,R:husband
RAl95,Short Cuts,Andie MacDowell,Und,R:wife
RAl95,Short Cuts,Zane Cassidy,Und,"R:kid, hurt by hit-and-run driver"
RAl95,Short Cuts,Jennifer Jason Leigh,Und,"R:wife, juggles phone-sex service. kids, and husband"
RAl95,Short Cuts,s a,Und,R:neglected husband
RAl95,Short Cuts,Mathew Modine,Und,R:jealous doctor
RAl95,Short Cuts,Julianne Moore,Und,"R:doctor's wife, painter, pestered about affair"
RAl95,Short Cuts,Lily Tomlin,Und,R:trailer wife
RAl95,Short Cuts,Tom Waits,Und,R:trailer husband
RAl95,Short Cuts,Madeleine Stowe,Und,R:nude model
RAl95,Short Cuts,Tim Robbins,Und,"R:motorcycle cop, kills his kids dog"
RAl95,Short Cuts,Lyle Lovett,Und,R:chef
RAl95,Short Cuts,Anne Archer,Und,R:school clown
RAl95,Short Cuts,Jack Lemmon,Und,R:self-deluding about past affair
RAl95,Short Cuts,Lori Singer,Und,R:daughter
RAl95,Short Cuts,Annie Ross,Und,R:mother
RAl98,Ready to Wear,Sophie Loren,Und,R:old love
RAl98,Ready to Wear,Marcello Mastroianni,Und,R:old lover
RAl98,Ready to Wear,Forest Whitaker,Und,RU:
RAl98,Ready to Wear,Lauren Bacall,Und,RU:
RAl98,Ready to Wear,Tim Robbins,Und,RU:
RAl98,Ready to Wear,Julia Roberts,Und,RU:
RAl104,Cookie's Fortune,Glenn Close,Vil,"R:Cookie's ferocious niece ""Camille"""
RAl104,Cookie's Fortune,Julianne Moore,Vil,"R:Cookie's dominated, younger niece ""Cora"""
RAl104,Cookie's Fortune,Charles S. Dutton,"Sus, Inn","R:Cookie's amiable caretaker, framed ""Wills"""
RAl104,Cookie's Fortune,Patricia Neal,Und,"R:rich lady, suicide, leaves inheritance ""Cookie Orcutt"""
RAl104,Cookie's Fortune,Lyle Lovett,Und,"R:owner of catfish restaurant, likes Emma"
RAl104,Cookie's Fortune,Chris ODonnell,Agt,"R:inept policeman, loved by Emma"
RAl104,Cookie's Fortune,Liv Tyler,Lov,"R:independent, bighearted niece ""Emma"""
RAl104,Cookie's Fortune,Courtney B. Vance,Und,R:investigator
RAl104,Cookie's Fortune,Matt Malloy,Und,R:investigator
RAl104,Cookie's Fortune,Donald Moffat,Und,"R:wise, local prosecutor"
RaM10,Stand and Deliver,Edward James Olmos,Und,"R:inspiring high school teacher ""Jaime Escalante"""
RaR10,,,,
"T ""Three Lives and Only One Death""",Chiara Mastroianni,Und,R:pennyless mother,
RaR10,,,,
"T ""Three Lives and Only One Death""",|Melvin Poupaud,Und,R:boyfriend,
"RaR10tr> t ""Three Lives and Only One Death<td >|  Marcello Mastroianni""",Und,"R:butler, kidnaps kid, murders mother",,
RaR12,Shattered Image,Ann Poirot,Und,"RS:killer for hire ""Jesse"""
RaR12,Shattered Image,William Baldwin,Und,"R:Jesse's husband ""Biz"""
RaR12,Shattered Image,Ann Parillaud,Und,"R:new bride ""Jesse"""
RaR12,Shattered Image,William Baldwin,Und,"R:new husband ""Biz"""
RaR12,Shattered Image,Graham Greene,Und,RU:
RaR12,Shattered Image,Lee Ann Fleck,Und,"R:friend ""Paula"""
RaR13,Le Temps retrouve,s a,Und,"R:author ""Marcel Proust"""
RaR13,Le Temps retrouve,Catherine Deneuve,Und,RU:
RaR13,Le Temps retrouve,Emmanuelle Beart,Und,RU:
RaR13,Le Temps retrouve,MarieFrance Pisier,Und,RU:
RAs10,TZ:Make Mine Mink,Terry-Thomas,Und,RU:
RAs10,TZ:Make Mine Mink,Athene Seyler,Und,RU:
RAs10,TZ:Make Mine Mink,Hattie Jacques,Und,RU:
RAs10,TZ:Make Mine Mink,s a,Und,RU:
RAs10,TZ:Make Mine Mink,Billie Whitelaw,Und,RU:
RaT1,Helter Skelter,Carol Marsh,Und,R:heiress with hiccups
RaT1,Helter Skelter,David Tomlinson,Und,RU:
RaT1,Helter Skelter,Mervyn Johns,Und,RU:
RaT1,Helter Skelter,Peter Hammond,Und,RU:
RaT1,Helter Skelter,Jimmy Edwards,Und,RU:
RaT1,Helter Skelter,Richard Hearne,Und,RU:
RaT1,Helter Skelter,John Pertwee,Und,RU:
RaT1,Helter Skelter,TerryThomas,Und,RU:
RaT1,TZ:Helter Skelter,Howard Caine,Und,RU:
RaT9,Appointment with Venus,David Niven,Und,RU:
RaT9,Appointment with Venus,Glynnis Johns,Und,RU:
RaT9,Appointment with Venus,George Coulouris,Und,RU:
RaT9,Appointment with Venus,Barry Jones,Und,RU:
RaT9,Appointment with Venus,Kenneth More,Und,RU:
RaT9,Appointment with Venus,Noel Purcell,Und,RU:
RaT9,Appointment with Venus,Bernard Lee,Und,RU:
RaT9,Appointment with Venus,Jeremy Spenser,Und,RU:
RaT16,Doctor at Sea,Brigitte Bardot,Und,RU:
RaT16,Doctor at Sea,Dirk Bogarde,Sci,RU:
RaT16,Doctor at Sea,Brenda deBanzie,Und,RU:
RaT16,Doctor at Sea,James Robertson Justice,Und,RU:
RaT16,Doctor at Sea,Maurice Denham,Und,RU:
RaT16,Doctor at Sea,Michael Medwin,Und,RU:
RaT16,Doctor at Sea,George Coulouris,Und,RU:
RaT21,TZ:Doctor At Large,Dirk Bogarde,Und,RU:
RaT21,TZ:Doctor At Large,Muriel Pavlow,Und,RU:
RaT21,TZ:Doctor At Large,James Robertson Justice,Und,RU:
RaT22,A Tale of Two Cities,Dirk Bogarde,Und,RU:
RaT26,The Thirty-nine Steps,Kenneth Moore,Und,RU:
RaT26,The Thirty-nine Steps,Taine Ely,Und,RU:
RaT26,The Thirty-nine Steps,Barry Jones,Und,RU:
RaT26,The Thirty-nine Steps,Faith Brook,Und,RU:
RaT26,The Thirty-nine Steps,Brenda deBanzie,Und,RU:
RaT26,The Thirty-nine Steps,Duncan Lamont,Und,RU:
RaT26,The Thirty-nine Steps,James Hayter,Und,RU:
RaT26,The Thirty-nine Steps,Michael Goodliffe,Und,RU:
RaT26,The Thirty-nine Steps,Reginald Beckwith,Und,RU:
RaT30,A Pair of Briefs,Michael Craig,Und,R:lawyer
RaT30,A Pair of Briefs,Mary Peach,Und,R:lawyer
RaT30,A Pair of Briefs,Brenda deBanzie,Und,RU:
RaT30,A Pair of Briefs,James Robertson Justice,Und,RU:
RaT30,A Pair of Briefs,Roland Culver,Und,RU:
RaT30,A Pair of Briefs,Liz Fraser,Und,RU:
RaT30,A Pair of Briefs,Charles Heslop,Und,RU:
RaT36,Deadlier Than the Male,Richard Johnson,Und,R:adventurer
RaT38,Some Girls Do,Richard Johnson,Und,R:adventurer
RaT42,Percy,Hywel Bennett,Und,"R:has penis transplant, seeks donor"
RaT42,Percy,Elke Sommer,Und,R:interested
RaT42,Percy,Britt Ekland,Und,R:interested
RaT42,Percy,Denholm Elliott,Und,RU:
RaT42,Percy,Tracy Reed,Und,RU:
RaT46,It's not the Size That Counts,Denholm Elliott,Und,R:becomes impotent
RaT46,It's not the Size That Counts,Elke Sommer,Und,RU:
RaT46,It's not the Size That Counts,Vincent Price,Und,RU:
RaT46,It's not the Size That Counts,Milo OShea,Und,RU:
RaT46,It's not the Size That Counts,Julie Ege,Und,RU:
RaT46,It's not the Size That Counts,George Couloris,Und,RU:
RAu10,The Virgin Witch,Ann Michele,Und,R:wants to become model
RAu10,The Virgin Witch,Patricia Haines,Und,R:wants to become model
RAu40,The Return of the Man from UNCLE,Robert Vaughn,Agt,"R:detective ""Napoleon Solo"""
RAu40,The Return of the Man from UNCLE,David McCallum,Sdk,"R:Russian agent ""Illya"""
RaW2,The Thief of Bagdad,Douglas Fairbanks sr,Her,R:thief
RaW2,The Thief of Bagdad,Julanna Johnston,Und,R:princess
RaW2,The Thief of Bagdad,Snitz Edwards,Und,R:caliph
RaW2,The Thief of Bagdad,Charles Belcher,Und,R:father
RaW2,The Thief of Bagdad,Anna May Wong,Und,R:traitor maid
RaW2,The Thief of Bagdad,Etta Lee,Und,RU:
RaW2,TZ:The Thief of Bagdad,Brandon Hurst,Und,R:fat Persian prince
RaW2,TZ:The Thief of Bagdad,Sojin,Und,R:glowering Indian prince
RaW2,The Thief of Bagdad,sr,Und,R:mean Mogul prince
RaW20,Carmen,Dolores DelRio,Vmp,"R:femme fatale ""Carmen"""
RaW20,Carmen,Victor McLaglen,Und,"R:admirer ""Escamillo"""
RaW24,Sadie Thompson,Gloria Swanson,Und,R:shady lady
RaW44,The Yellow Ticket,Elissa Landi,Und,RU:
RaW44,The Yellow Ticket,Laurence Olivier,Und,RU:
RaW44,The Yellow Ticket,Lionel Barrymore,Und,RU:
RaW47,The Bowery,George Raft,Und,"R:rival, bets"
RaW47,The Bowery,Wallace Beery,Und,"R:rival, bets"
RaW47,The Bowery,Pert Kelton,Und,RU:
RaW47,The Bowery,Jackie Cooper,Und,RU:
RaW47,The Bowery,Fay Wray,Lov,R:beloved
RaW47,The Bowery,Herman Bing,Und,RU:
RaW59,The Roaring Twenties,Humphrey Bogart,Vil,R:veteran becomes involved in bootlegging
RaW59,The Roaring Twenties,Jimmy Cagney,Und,"R:likable gangster boss, dies ""Larry Fay"""
RaW59,The Roaring Twenties,Jeffrey Lynn,Und,RU:
RaW59,The Roaring Twenties,Gladys George,Und,"R:aggressive moll ""Texas Guinan"""
RaW59,The Roaring Twenties,Frank McHugh,Und,RU:
RaW59,The Roaring Twenties,Paul Kelley,Und,RU:
RaW59,The Roaring Twenties,Elizabeth Risdon,Und,RU:
RaW59,The Roaring Twenties,Pricilla Lane,Und,RZ:moll
RaW59,The Roaring Twenties,Jeffrey Lynn,Und,RU:
RaW59,The Roaring Twenties,Edward Keane,Und,RU:
RaW59,The Roaring Twenties,Joseph Sawyer,Und,RU:
RaW59,The Roaring Twenties,Joseph Crehan,Und,RU:
RaW59,The Roaring Twenties,George Meeker,Und,RU:
RaW59,The Roaring Twenties,John Hamilton,Und,RU:
RaW59,The Roaring Twenties,Robert Elliott,Und,RU:
RaW59,The Roaring Twenties,Eddie Chandler,Und,RU:
RaW59,The Roaring Twenties,Abner Biberman,Und,RU:
RaW59,The Roaring Twenties,Vera Lewis,Und,RU:
RaW59,The Roaring Twenties,Elliott Sullivan,Und,RU:
RaW59,The Roaring Twenties,Bert Hanlon,Und,RU:
RaW59,The Roaring Twenties,Murray Alper,Und,RU:
RaW59,The Roaring Twenties,Dick Wessel,Und,RU:
RaW59,The Roaring Twenties,George Humbert,Und,RU:
RaW59,The Roaring Twenties,Ben Weldon,Und,RU:
RaW61,They Drive by Night,George Raft,Und,"R:truck driver, manager"
RaW61,They Drive by Night,Humphrey Bogart,Und,"R:brother, truck driver"
RaW61,They Drive by Night,Alan Hale,Und,R:truck driver
RaW61,They Drive by Night,Ida Lupino,Vil,"R:boss' wife, murderer"
RaW61,They Drive by Night,Ann Sheridan,Und,R:fiancee
RaW61,They Drive by Night,George Tobias,Und,RU:
RaW61,They Drive by Night,Gale Page,Und,RU:
RaW61,They Drive by Night,Henry ONeill,Und,RU:
RaW61,They Drive by Night,Roscoe Karns,Und,RU:
RaW61,They Drive by Night,John Litel,Und,RU:
RaW61,They Drive by Night,Paul Hurst,Und,RU:
RaW61,They Drive by Night,John Ridgely,Und,RU:
RaW61,They Drive by Night,George Lloyd,Und,RU:
RaW61,They Drive by Night,Joyce Compton,Und,RU:
RaW61,They Drive by Night,Charles Wilson,Und,RU:
RaW62,High Sierra,Humphrey Bogart,Vic,"R:ex-convict, killed ""Mad Dog Earle"""
RaW62,High Sierra,Ida Lupino,Sav,R:failed savior
RaW62,High Sierra,Joan Leslie,Und,RU:
RaW62,High Sierra,Alan Curtis,Und,RU:
RaW62,High Sierra,Artthur Kennedy,Und,RU:
RaW62,High Sierra,Henry Hull,Und,RU:
RaW62,High Sierra,Henry Travers,Und,RU:
RaW63,TZ:They Died With Their Boots On,Errol Flynn,Und,"R:general ""Custer"""
RaW63,TZ:They Died With Their Boots On,Olivia deHavilland,Und,RU:
RaW63,TZ:They Died With Their Boots On,Arthur Kennedy,Und,RU:
RaW63,TZ:They Died With Their Boots On,Sydney Greenstreet,Und,RU:
RaW63,They Died With Their Boots On,Charles Grapwin,Und,RU:
RaW63,They Died With Their Boots On,Anthony Quinn,Und,RU:
RaW63,They Died With Their Boots On,Sidney Greenstreet,Und,RU:
RaW63,They Died With Their Boots On,Gene Lockhart,Und,RU:
RaW63,They Died With Their Boots On,Stanley ridges,Und,RU:
RaW63,They Died With Their Boots On,John Litel,Und,RU:
RaW63,They Died With Their Boots On,Walter Hampden,Und,RU:
RaW63,They Died With Their Boots On,Regis Toomey,Und,RU:
RaW63,They Died With Their Boots On,Hattie mcDaniel,Und,RU:
RaW64,The Strawberry Blonde,Jimmy Cagney,Und,RU:
RaW64,The Strawberry Blonde,Olivia deHavilland,Und,RU:
RaW64,The Strawberry Blonde,Rita Hayworth,Und,RU:
RaW64,The Strawberry Blonde,Alan Hale,Und,RU:
RaW64,The Strawberry Blonde,George Tobias,Und,RU:
RaW64,The Strawberry Blonde,Jack Carson,Und,RU:
RaW64,The Strawberry Blonde,Una OConnor,Und,RU:
RaW64,The Strawberry Blonde,George Reeves,Und,RU:
RaW65,Manpower,Marlene Dietrich,Und,R:ex-prisoner
RaW65,Manpower,Edward G. Robinson,Und,R:power co. worker
RaW65,Manpower,George Raft,Und,"R:power co. worker, friend"
RaW66,Desperate Journey,Errol Flynn,Und,"R:daredevil British pilot, shot down, escapes"
RaW66,Desperate Journey,Alan Hale,Und,"R:Australian pilot, shot down, escapes"
RaW66,Desperate Journey,Ronald Reagan,Und,"R:young US pilot, shot down, escapes"
RaW66,Desperate Journey,Nancy Coleman,Und,R:German resistance fighter
RaW66,Desperate Journey,Raymond Massey,Und,R:Gestapo colonel
RaW66,Desperate Journey,Arthur Kennedy,Und,"R:pilot, killed"
RaW66,Desperate Journey,Ronald Sinclair,Und,"RZ:first pilot, killed"
RaW66,Desperate Journey,Albert Basserman,Und,R:nazi commander
RaW66,Desperate Journey,Sig Rumann,Und,R:German officer
RaW66,Desperate Journey,Ilka Gruning,Und,RU:
RaW66,Desperate Journey,Pat OMoore,Und,RU:
RaW67,TZ:Northern Pursuit,Errol Flynn,Und,RU:
RaW72,The Man I Love,Ida Lupino,Und,R:nightclub singer
RaW72,The Man I Love,Robert Alda,Und,R:mobster
RaW72,The Man I Love,Andrea King,Und,RU:
RaW72,The Man I Love,Martha Vickers,Und,RU:
RaW72,The Man I Love,Bruce Bennett,Und,RU:
RaW72,The Man I Love,Alan Hale,Und,RU:
RaW73,One Sunday Afternoon,Dennis Morgan,Und,R:dentist
RaW73,One Sunday Afternoon,Dorothy Malone,Und,RZ:wife
RaW73,One Sunday Afternoon,Janis Paige,Und,R:attractive
RaW73,One Sunday Afternoon,Don Defore,Und,RU:
RaW73,One Sunday Afternoon,Ben Blue,Und,RU:
RaW74,White Heat,Jimmy Cagney,Und,R:gangster
RaW77,Distant Drums,Gary Cooper,Und,RU:
RaW77,Distant Drums,Max Steiner,Und,R:drums
RaW78,Blackbeard the Pirate,Richard Newton,Her,R:sailor
RaW78,Blackbeard the Pirate,Linda Darnell,Und,R:kidnapped
RaW78,Blackbeard the Pirate,William Bendix,Und,"RZ:ex-pirate ""Sir Henry Morgan"""
RaW78,Blackbeard the Pirate,Keith Andes,Und,"RZ:pirate ""Blackbeard"""
RaW78,Blackbeard the Pirate,Torin Thatcher,Und,RU:
RaW78,Blackbeard the Pirate,Irene Ryan,Und,R:companion
RaW78,Blackbeard the Pirate,Alan Mowbray,Und,RU:
RaW78,Blackbeard the Pirate,Shelton Knaggs,Und,RU:
RaW78,Blackbeard the Pirate,Richard Egan,Und,RU:
RaW78,Blackbeard the Pirate,Anthony Caruso,Und,RU:
RaW78,Blackbeard the Pirate,Jack Lambert,Und,RU:
RaW80,Gun Fury,Rock Hudson,Und,RU:
RaW81,Sea Devils,Gerard Oury,Und,"R:emperor ""Napoleon"""
RaW82,Battle Cry,Van Heflin,Und,R:marine recruit
RaW82,Battle Cry,Aldo Ray,Und,RU:
RaW82,Battle Cry,Mona Freeman,Und,RU:
RaW82,Battle Cry,Dorothy Malone,Und,RU:
RaW82,Battle Cry,Raymond Massey,Und,RU:
RaW82,Battle Cry,Nancy Olson,Und,RU:
RaW82,Battle Cry,James Whitney,Und,RU:
RaW82,Battle Cry,Tab Hunter,Und,RU:
RaW82,Battle Cry,Anne Francis,Und,RU:
RaW82,Battle Cry,William Campbell,Und,RU:
RaW85,Band of Angels,Clark Gable,Und,"R:captain, plantation owner"
RaW85,Band of Angels,Yvonne deCarlo,Und,R:fierce mulatto mistress
RaW85,Band of Angels,Sidney Poitier,Und,R:overseer
RaW85,Band of Angels,Efren Zimbalist jr.,Und,RZ:mean planter
RaW85,Band of Angels,Patric Knowles,Und,RU:
RaW85,Band of Angels,Rex Reason,Und,RU:
RaW85,Band of Angels,Torin Thatcher,Und,RU:
RaW85,Band of Angels,Andrea King,Und,R:attarctive housekkeper
RBa12,Cool World,Kim Basinger,Und,"R:cartoon coming to life ""Holli Would"""
RBa12,Cool World,Gabriel Byrne,Und,"R:cartoonist, falls for Holli"
RBa12,Cool World,Brad Pitt,Und,R:detective nerd
RBB10,TZ:Made for Each Other,Renee Taylor,Und,R:failed actress
RBB10,TZ:Made for Each Other,Joe Bologna,Und,R:grubby misfit
RbC1,Amsterdam Kill,Robert Mitchum,Und,RU:
RbC1,Amsterdam Kill,Keye Luke,Und,RU:
RbC1,Amsterdam Kill,Richard Egan,Und,RU:
RbC1,Amsterdam Kill,Leslie Nielsen,Und,RU:
RbC1,Amsterdam Kill,Bradford Dillman,Und,RU:
RbC10,TZ:Enter the Dragon,Bruce Lee,Und,R:fighter
RbC10,TZ:Enter the Dragon,John Saxon,Und,R:British intelligence agent
RbC10,TZ:Enter the Dragon,Jim Kelly,Und,RU:
RbC10,Enter the Dragon,Ahna Capri,Und,"R:agent's love ""Tania"""
RbC20,TZ:The Pack,Joe Don Baker,Und,RU:
RbC20,TZ:The Pack,Hope Alexander-Wells,Und,RU:
RbC28,"TZ:Run Stranger, Run",Patricia Neal,Und,RU:
RbC28,"TZ:Run Stranger, Run",Bobby Darin,Und,RU:
RbC28,"TZ:Run Stranger, Run",Cloris Leachman,Und,RU:
RbC28,"TZ:Run Stranger, Run",Ron Howard,Und,RU:
RbD10,TZ:Greaser's Palace,Albert Henderson,Und,RU:
RbD10,TZ:Greaser's Palace,Allan Arbus,Und,RU:
RbD10,TZ:Greaser's Palace,Michael Sullivan,Und,RU:
RbD10,TZ:Greaser's Palace,Luana Anders,Und,RU:
RbD10,TZ:Greaser's Palace,Herve Villechaize,Und,RU:
RBe1,Bad Company,Jeff bridges,Und,RU:
RBe2,The Late Show,Art Carney,Und,"R:overweight, scared detective"
RBe2,The Late Show,Lily Tomlin,Und,R:hires detective
RBe2,The Late Show,Eugene Roche,Und,R:fence
RBe2,The Late Show,Bill Macy,Und,R:scrounging bartender
RBe2,The Late Show,Joanne Cassidy,Und,R:cheating charmer
RBe2,The Late Show,Howard Duff,Und,R:penny-ante detective
RBe2,The Late Show,John Considine,Und,R:strong-arm man
RBe3,Kramer vs. Kramer,Dustin Hoffman,Und,"R:father, gets custody"
RBe3,Kramer vs. Kramer,Meryl Streep,Und,R:mother
RBe3,Kramer vs. Kramer,Justin Henry,Und,RU:
RBe3,Kramer vs. Kramer,Jane Alexander,Und,RU:
RBe3,Kramer vs. Kramer,Howard Duff,Und,RU:
RBe6,Places in the Heart,Sally Field,Und,R:sherriff's widow
RBe6,Places in the Heart,Ed Harris,Und,RU:
RBe6,Places in the Heart,Danny Glover,Und,R:cotton farmer
RBe5,TZ:Still of the Night,Roy Scheider,Und,R:psychiatrist
RBe5,TZ:Still of the Night,Meryl Streep,Und,RU:
RBe5,Still of the Night,Jessica Tandy,Und,RU:
RBe5,Still of the Night,Sara Botsford,Und,RU:
RBe5,Still of the Night,Josef Somner,Und,RU:
RBe5,Still of the Night,Joe Grifasi,Und,RU:
RBe6,Places in the Heart,John Malkovich,Und,R:blind boarder
RBe6,Places in the Heart,Danny Glover,Und,R:sharecropper
RBe6,Places in the Heart,Lindsay Crouse,Und,R:sister
RBe6,Places in the Heart,Ed Harris,Und,R:brother-in-lawr
RBe6,Places in the Heart,Amy Madigan,Und,R:loose
RBe12,Billy Bathgate,Loren Dean,Und,"R:young gang recruit ""Billy Bathgate"""
RBe12,Billy Bathgate,Nicole Kidman,Und,"R:society dame, mistress of mobster, love, rescued"
RBe12,Billy Bathgate,Dustin Hoffman,Und,"R:mobster ""Dutch Schultz"""
RBe12,Billy Bathgate,Moira Kelly,Und,RU:
RBe12,Billy Bathgate,Steven Hill,Und,"R:Dutch's middleaged business manager ""Otto Berman"""
RBe15,Nobody's Fool,Paul Newman,Und,"R:divorced construction worker ""Sully"""
RBe15,Nobody's Fool,Bruce Willis,Und,RU:
RBe15,Nobody's Fool,Jessica Tandy,Und,RU:
RBe15,Nobody's Fool,Melanie Griffith,Und,RU:
RBe15,Nobody's Fool,Gene Saks,Und,RU:
RBe19,Twilight,Paul Newman,Und,"R:ex cop, part-time, live-in detective, does chores for Jack, finds Mel, shot ""Harry Ross"""
RBe19,Twilight,Gene Hackman,Und,"R:actor, has cancer ""Jack Ames"""
RBe19,Twilight,Susan Sarandon,Und,"R:actress, Jacks's sultry wife ""Catherine"""
RBe19,Twilight,Reese Witherspoon,Und,"R:Jack's daughter, elopes ""Mel Ames"""
